StalkId,PlantId,x,z,ChannelStart,Universe,IPAddress,StemIndex
237,33,1016.442,-1343.274,439,4,192.168.0.221,6
238,34,994.322,-1247.476,442,4,192.168.0.221,0
239,34,993.2577,-1246.141,445,4,192.168.0.221,1
240,34,996.0381,-1250.701,448,4,192.168.0.221,2
241,34,992.7324,-1252.243,451,4,192.168.0.221,3
242,34,988.4023,-1245.725,454,4,192.168.0.221,4
243,34,994.4193,-1241.994,457,4,192.168.0.221,5
244,34,999.3609,-1244.119,460,4,192.168.0.221,6
245,35,962.3326,-1152.468,463,4,192.168.0.221,0
246,35,961.2382,-1151.158,466,4,192.168.0.221,1
247,35,964.1217,-1155.653,469,4,192.168.0.221,2
248,35,960.852,-1157.27,472,4,192.168.0.221,3
249,35,956.3746,-1150.853,475,4,192.168.0.221,4
250,35,962.3049,-1146.986,478,4,192.168.0.221,5
251,35,967.2937,-1148.997,481,4,192.168.0.221,6
252,36,915.3397,-1062.463,484,4,192.168.0.221,0
253,36,914.2252,-1061.169,487,4,192.168.0.221,1
254,36,917.1777,-1065.62,490,4,192.168.0.221,2
255,36,913.9333,-1067.287,493,4,192.168.0.221,3
256,36,909.3575,-1060.94,496,4,192.168.0.221,4
257,36,915.2276,-1056.982,499,4,192.168.0.221,5
258,36,920.2468,-1058.916,502,4,192.168.0.221,6
259,37,866.3472,-972.4572,1,4,192.168.0.221,0
260,37,865.2113,-971.1824,4,4,192.168.0.221,1
261,37,868.2374,-975.5834,7,4,192.168.0.221,2
262,37,865.0211,-977.3038,10,4,192.168.0.221,3
263,37,860.3405,-971.0336,13,4,192.168.0.221,4
264,37,866.144,-966.9786,16,4,192.168.0.221,5
265,37,871.1945,-968.829,19,4,192.168.0.221,6
266,38,759.3612,-800.4459,43,4,192.168.0.221,0
267,38,758.1861,-799.2073,46,4,192.168.0.221,1
268,38,761.3484,-803.5114,49,4,192.168.0.221,2
269,38,758.1875,-805.3317,52,4,192.168.0.221,3
270,38,753.313,-799.211,55,4,192.168.0.221,4
271,38,758.9866,-794.9763,58,4,192.168.0.221,5
272,38,764.0927,-796.6676,61,4,192.168.0.221,6
273,39,816.3557,-882.4505,22,4,192.168.0.221,0
274,39,815.1961,-881.1972,25,4,192.168.0.221,1
275,39,818.3042,-885.5406,28,4,192.168.0.221,2
276,39,815.1207,-887.3212,31,4,192.168.0.221,3
277,39,810.3234,-881.1398,34,4,192.168.0.221,4
278,39,816.0497,-876.9766,37,4,192.168.0.221,5
279,39,821.1342,-878.7319,40,4,192.168.0.221,6
280,40,707.3694,-718.4391,64,4,192.168.0.221,0
281,40,706.1714,-717.2225,67,4,192.168.0.221,1
282,40,709.4131,-721.4672,70,4,192.168.0.221,2
283,40,706.2867,-723.3458,73,4,192.168.0.221,3
284,40,701.2993,-717.3168,76,4,192.168.0.221,4
285,40,706.8932,-712.9774,79,4,192.168.0.221,5
286,40,712.0299,-714.5737,82,4,192.168.0.221,6
287,41,1067.289,-1542.497,379,4,192.168.0.221,0
288,41,1066.318,-1541.093,382,4,192.168.0.221,1
289,41,1068.783,-1545.831,385,4,192.168.0.221,2
290,41,1065.381,-1547.145,388,4,192.168.0.221,3
291,41,1061.501,-1540.35,391,4,192.168.0.221,4
292,41,1067.757,-1537.034,394,4,192.168.0.221,5
293,41,1072.544,-1539.488,397,4,192.168.0.221,6
294,42,1087.279,-1641.503,358,4,192.168.0.221,0
295,42,1086.336,-1640.079,361,4,192.168.0.221,1
296,42,1088.705,-1644.866,364,4,192.168.0.221,2
297,42,1085.277,-1646.111,367,4,192.168.0.221,3
298,42,1081.536,-1639.239,370,4,192.168.0.221,4
299,42,1087.857,-1636.051,373,4,192.168.0.221,5
300,42,1092.593,-1638.601,376,4,192.168.0.221,6
301,43,1117.216,-2236.534,232,4,192.168.0.221,0
302,43,1116.453,-2235.006,235,4,192.168.0.221,1
303,43,1118.224,-2240.045,238,4,192.168.0.221,2
304,43,1114.669,-2240.865,241,4,192.168.0.221,3
305,43,1111.791,-2233.589,244,4,192.168.0.221,4
306,43,1118.453,-2231.192,247,4,192.168.0.221,5
307,43,1122.844,-2234.299,250,4,192.168.0.221,6
308,44,1055.198,-2304.541,211,4,192.168.0.221,0
309,44,1054.487,-2302.988,214,4,192.168.0.221,1
310,44,1056.086,-2308.084,217,4,192.168.0.221,2
311,44,1052.506,-2308.783,220,4,192.168.0.221,3
312,44,1049.875,-2301.414,223,4,192.168.0.221,4
313,44,1056.615,-2299.244,226,4,192.168.0.221,5
314,44,1060.898,-2302.498,229,4,192.168.0.221,6
315,45,472.3517,-518.4527,190,3,192.168.0.221,0
316,45,471.2018,-517.1906,193,3,192.168.0.221,1
317,45,474.2768,-521.5576,196,3,192.168.0.221,2
318,45,471.0799,-523.3138,199,3,192.168.0.221,3
319,45,466.3296,-517.0963,202,3,192.168.0.221,4
320,45,472.0874,-512.9766,205,3,192.168.0.221,5
321,45,477.1583,-514.7704,208,3,192.168.0.221,6
322,46,523.3398,-605.4619,169,3,192.168.0.221,0
323,46,522.2233,-604.1702,172,3,192.168.0.221,1
324,46,525.1832,-608.616,175,3,192.168.0.221,2
325,46,521.9415,-610.2881,178,3,192.168.0.221,3
326,46,517.3552,-603.9485,181,3,192.168.0.221,4
327,46,523.2187,-599.9807,184,3,192.168.0.221,5
328,46,528.241,-601.9065,187,3,192.168.0.221,6
329,47,984.2018,-2110.539,337,3,192.168.0.221,0
330,47,983.4802,-2108.991,340,3,192.168.0.221,1
331,47,985.1142,-2114.076,343,3,192.168.0.221,2
332,47,981.5392,-2114.8,346,3,192.168.0.221,3
333,47,978.8575,-2107.449,349,3,192.168.0.221,4
334,47,985.5814,-2105.233,352,3,192.168.0.221,5
335,47,989.8874,-2108.457,355,3,192.168.0.221,6
336,48,993.2139,-2010.534,358,3,192.168.0.221,0
337,48,992.4576,-2009.004,361,3,192.168.0.221,1
338,48,994.2056,-2014.05,364,3,192.168.0.221,2
339,48,990.6478,-2014.854,367,3,192.168.0.221,3
340,48,987.8015,-2007.566,370,3,192.168.0.221,4
341,48,994.4738,-2005.199,373,3,192.168.0.221,5
342,48,998.8512,-2008.324,376,3,192.168.0.221,6
343,49,997.225,-1915.53,379,3,192.168.0.221,0
344,49,996.4365,-1914.015,382,3,192.168.0.221,1
345,49,998.2908,-1919.024,385,3,192.168.0.221,2
346,49,994.7507,-1919.903,388,3,192.168.0.221,3
347,49,991.751,-1912.676,391,3,192.168.0.221,4
348,49,998.3716,-1910.168,394,3,192.168.0.221,5
349,49,1002.814,-1913.201,397,3,192.168.0.221,6
350,50,1001.238,-1815.524,400,3,192.168.0.221,0
351,50,1000.413,-1814.029,403,3,192.168.0.221,1
352,50,1002.387,-1818.992,406,3,192.168.0.221,2
353,50,998.869,-1819.955,409,3,192.168.0.221,3
354,50,995.6967,-1812.803,412,3,192.168.0.221,4
355,50,1002.255,-1810.137,415,3,192.168.0.221,5
356,50,1006.769,-1813.062,418,3,192.168.0.221,6
357,51,982.2459,-1716.52,421,3,192.168.0.221,0
